restID,name,city,phone_no,location,latitude,longitude,cuisines,ratings,number of reviews,restaurant_url,images_url
871,German Doner Kebab,Giza,+20 100 191 9934,"palm strip mall,6 October,Giza Egypt",29.9916591,30.9661314,"Fast Food,Turkish",4,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz10nwjp_8e3KaXIViBNUC8DfhmWneHcwfd8XerxALtBaVij181zTyrexesxI&s
872,Costa Coffee,Giza,+20 2 23955506,"26 Sherif Basha,Bab al Louq,Abdeen,Cairo 11511 Egypt",30.0497244,31.2422619,,4,7 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTY234Jg0tNW1ic_UpJAykeiS00_a4snPax0VEswyvGk2ceAuf6CJJ2TEyLd4M&s
873,Cafe Frais,Giza,+20 2 27356725,"3 Saray El Gezirah Street Novotel Cairo El Borg,,Cairo Egypt",30.0446823,31.2268431,"Lebanese,Cafe,International,Mediterranean,Egyptian",4,9 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6UAijvoYfeksYEJvyRJGD-x9gPKh0IuGG0Z9kv66aqaAJxMujOC1GFx7Pys&s
874,Shakespeare and Co.,Giza,+(20)238514565/6,"Capital Business Park,Giza 12588 Egypt",30.0130557,31.2088526,"International,Healthy,Mediterranean",4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWT_t6TZuOKj8fyZGDIQuAtgwJYmk2yg4tsP49EOpjcSMFAv5oVQLUR3yCLIY&s
875,Andrea Manasterly & Nile Peking Boat,Giza,+20 111 172 6665,"Nile Corniche,New Cairo City 11511 Egypt",30.007413,31.4913182,"American,Deli,Diner,Dining bars,Beijing cuisine",5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT94vK2qOBj0Sj3szDjnl_V1Mq5QY-azLplVTHtDWW39W2GGy1s5hrlYA4COQ&s
876,Capricci Restaurant,Giza,+20 2 25169009,"25169009 Capricci Egypt 9 Street 215,Maadi as Sarayat Al Gharbeyah,Al Maadi,Cairo Governorate,Egypt +20 2,Cairo 11511 Egypt",29.96132,31.272479,"Italian,Cafe",5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6QQT7DJ-PUnFOygeWdE_4jWhMkZbRqUx3c-SEhenuJcOlUzM2DBPg4XzlOA&s
877,Casino El Hamam/ Casino Des Pigeons,Giza,+20 112 222 9599,"154 Bahr El Azzam Street,Giza Egypt",30.0119649,31.2180181,"International,Mediterranean,Middle Eastern,Egyptian,Arabic",4,16 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFxSgywNcDL2p1P5NO2uXQ9DJ9BJaNdMgcwdHSz-U3P359dRuob8X7DIdObS8&s
878,Frank and Co,Giza,+20 106 545 8547,"11 Road 18 Maadi Sarayat,Cairo 11728 Egypt",29.9582676,31.2692085,"International,Bar,Pub",3.5,24 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZhVypSTLXsJWhMYpi4O3bXsF6_paE-nk-DXxNfoc-IX59WdxreNm2nyBaQA&s
879,Marhaba Restaurant & Cafe,Giza,+20 127 567 2764,"5 Michelle Lutfallah Street Behind the Marriott Hotel,Cairo 11511 Egypt",30.0444196,31.2357116,"Mediterranean,Middle Eastern,Egyptian",4.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwvEyJ6OpUzaeiFMIvH9sHRMKLJXq90UCmLr6o1t6sKq-y7_e_N9OHD7MpcQ&s
880,Tostado Mexican Grill,Giza,,"One Golden Square,Cairo 11511 Egypt",30.0155088,31.5274012,Mexican,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcIAVOJMYWZIFIPC_9SHB03ObtUXVIopTwb2SUZVfNMJaKXTvos7R0rE6ixUo&s
881,Lokali,Giza,+20 100 046 1332,"33b 250rd Maadi,Cairo 11511 Egypt",29.9571689,31.2710352,"International,Mediterranean,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs-k78s8wwzgwU34ugKtXeOYJoga9l2wcsJXa0QkJHkE05cj_xIsYUhDB6slQ&s
882,Gamal Sholqamy,Giza,+20 2 35712120,"Al Mahatah,Giza 3724520 Egypt",30.0095352,31.2136038,"Mediterranean,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8f5WwlaxKJFQJL9LiMLw5XdsGwbt_GuYOwSseLSxFCO9hUFA9iKb3_BL9bw&s
883,Location Cafe,Giza,0101 040 0675,"13 League of Arab States,Agouza Department,Cairo 3753611 Egypt",30.0582666,31.2070066,"Middle Eastern,Egyptian,Mediterranean",3.5,12 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmt1GmIbXGSJJtfGFrmUlHonQPinW7ISuu5I-aLZ4Zu3ifWnhsY2CUEYnt_H4&s
884,Kebdet Fahmy Restaurant,Giza,+20 2 25913888,"5 Bostan El Dekka St. Downtown,Cairo 11511 Egypt",30.0456074,31.2364795,,4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYlOXHoIab7aJyzgXY_TrpJtCQPvJnxbGaRXrRmiYUi3nqwPdkKatNT8Nk6sI&s
885,Zio Marco,Giza,+20 111 456 1274,"13 Ahmed Heshmat St,Cairo 11511 Egypt",30.0654633,31.2214989,Italian,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ90_R_hrMMc9_IyxMBo5Q74_esdDDjzviXPQPgHigAn7ajkLQajE9NhQILqHA&s
886,Lebanese Diner,Giza,+20 111 900 0585,"Guezira Plaza,Giza Egypt",30.0601574,31.2214001,"American,Lebanese,Mediterranean",4.5,8 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ84JmRpUXn-MaNh_-T41dNGUCvuYMxNzmMenrbkmAkL_ZB8VqTuC_AyYh_Gw&s
887,Shobak Habibi,Giza,+20 127 272 2259,"Rd 9,Maadi Al Khabiri Ash Sharqeyah Al Maadi,Cairo 11511 Egypt",29.9624581,31.2567255,"Pizza,Cafe,International,Egyptian,Arabic",4.5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHMZMHM8zkbzvOM1uyyaWuJ_oey4ewQ_m9BDLkUeO8aeVhrKXEWLyTXkGyiVQ&s
888,El Zeiny Restaurant,Giza,,"49 Dokki St.,Giza Egypt",30.0390006,31.2115242,,5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxJEa4NEN4D8fFt_z8Wv0AXwqNpS01Sl3I2ggnTRKniD3xqe26d7Cg6GEMrtU&s
889,M Club,Giza,+20 2 27283000,"16 Saray El Gezira Street,Zamalek inside Marriott Mena House Hotel,Cairo 11211 Egypt",30.0609422,31.219709,International,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm6DKh7_rAIn5P202nNqsqWoDS2a0-8jITko4AuXnDkDcwih72Fu9Ot0wQww&s
890,Made In Health,Giza,+20 102 729 3969,"6 El Gezira El Wosta Abu Al Feda,Zamalek,Cairo 11561 Egypt",30.0665986,31.2164725,"American,Healthy,Medicinal foods",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4j0kGvWNZblIJQoTJvyz0fRi4GMeh1Brpk5kWjMnLCvKX5xp1v3OkEbUEtQ&s
891,Tayer Ya Fatayer,Giza,+20 122 755 5545,"8 Sayed El Bakry Zamalek,Cairo 11211 Egypt",30.0599404,31.2234184,"Mediterranean,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCF3JGMPk7-JGbHbq3qWEyL_Kr2UfeLgECBNHDGQhCuFetccr0spLdNycI_LE&s
892,Deals Restaurant & Pub,Giza,+20 122 241 9111,"1 A El Sayed El Bakry St. In Front Of Abou El Sid Restaurant,Cairo 11511 Egypt",30.0444196,31.2357116,"Bar,International,Pub,Diner,Beer restaurants",4.5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvx4GPv7BnTStZ8odNY-0S3dLpGjKVW1rXBtOiI4gmUU3ytndrSYWN4XxdrT4&s
893,Drinkies,Giza,+20 19330,"157 26th of July St. Zamalek,Next To Maison Thomas,Cairo 11511 Egypt",30.0525136,31.2423095,Contemporary,4,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS65wM0BJktHDv4YNDkMKcS2W2xCLvr7VV1hk9WJLd1Ens2y0DLWrXm1gyBxvQ&s
894,Riva,Giza,+20 2 35671600,"35 Giza Street,Giza 12311 Egypt",30.0363431,31.2188592,Italian,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQe-rWJrUF_IrH0pVhyxYRf92rnOUgZiwaEnXcd044ckK9eJxG0GBWZmpGFGA&s
895,Don Quichotte,Giza,+20 2 27355496,"9A Ahmed HAshmet,Cairo 11511 Egypt",30.0444196,31.2357116,,4,11 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT366DO5UhhMCJmrsMIH4qyL0p1EFaG9eVPA_6IHYNNf-iS17cqJdv2aiqU4Ho&s
896,Miette French Bakery,Giza,+20 102 695 1997,"6C El Adel Abu Bakr St,Cairo 11511 Egypt",30.0796208,31.2857227,French,4,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9h4xSBKBWBO-MrN9v6pcMetnBvgHQ4sKGdFvDPWTxo1BhEQUuyNR7J5yl3A&s
897,Cafe Riche,Giza,23929793,"17 Talaat Harb St Downtown,Cairo 11511 Egypt",30.046901,31.2383576,"Cafe,Middle Eastern,Egyptian,International",3.5,303 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTylUqKb-9OZR2_cccJY1KnWhcnv-onwaqQvvx98uk6wBXEd0WOxjA5EMRRnF0&s
898,Halawa Cafe,Giza,,"19 Ismail Seri,Cairo 11511 Egypt",30.0323406,31.2349475,"Cafe,Mediterranean,Egyptian",5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQHsxp0HbHkXl2LoQ0Ty1OfPcxUhSo64ESqV0-TayVbpomnMXvs9rsQQkNR2g&s
899,El Mawardia,Giza,+20 102 221 6883,"1 Galaa Square,Dokki Sheraton Cairo Hotel & Casino,Giza 11246 Egypt",30.0391274,31.2200714,"Lebanese,Mediterranean,Egyptian,Arabic",4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3kIsX7UqBcZpcpBzn0xxX5aBqqRSPkXsnOEgSmTB1x4j6Omfd4sZm4eNfZjA&s
900,Sbarro,Giza,+20 112 412 1000,"Genena Mall - Food Court Al manial,Cairo 11553 Egypt",30.0213609,31.2268647,"Italian,American,Pizza",4,7 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR673dJfRhfpoZNl0O-9p-CHiTfT127PgfgZ7EKa-7PQq7HIGt0WTQr1bcSnA&s
901,Asian House Restaurant,Giza,+20 122 248 7444,"9 84 Road Maadi,Cairo 11728 Egypt",29.9582626,31.2594928,Chinese,4.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuCmHT-yrvRUIAsbrsI2BnJtjqBMdTv7aUn2QO1bYQVO8tvcmbMl0_bvWYVg&s
902,Outdoors,Giza,+20 122 321 3906,"Saray El-Gezira St In Front of Cairo Marriott Hotel,Zamalek,Cairo 11511 Egypt",30.057062,31.224513,"Bar,Pub,Middle Eastern",3.5,17 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq1GDINtupa25BZyLkMPgpcQX4fMsVsw7_0YFbYAUS_eSQYYV9VxZTz-3e4Q&s
903,Dina Cantina,Giza,+20 100 008 3804,"10 El Tahrir St. beside Bistro restaurant Cairo Festival City Mall New Cairo,Level three,Cairo 11511 Egypt",30.0318993,31.4085433,,5,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpDjk_ecUruiCKjQqAYL_LUaHNQOBTVL5PXwLhiGJJQE2nsti2MkguGWavhPY&s
904,Starbucks,Giza,+20 2-24803757,"Maadi City Centre Entrance,Cairo 11511 Egypt",29.9825655,31.3162359,,4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEQoNJhUgNY015N1oAEugSZBApDf8gnYwZPfFjbjcg4-MzsbMOhPrcfKCuVA&s
905,Mori Sushi,Giza,+20 2 24182771,"52 Foad Street,Alexandria 21599 Egypt",31.2000924,29.9187387,Asian,4,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBTJhdQqvGlEeg_jNuyzzAp4mb9w9g42lJGRGuGWvUIWUOSHc65eOSxJT9Ko4&s
906,Dishes,Giza,+20 2 25197414,"10 Gezira street,Zamalek,Cairo 00202 Egypt",30.0563307,31.2217964,International,4.5,6 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKzge03i5e2vprM888q3doY76VoltMiut5hp2DhSrVyBN7oEwe8bBRAbuHICU&s
907,Ahl El Yemen,Giza,+20 121 200 2005,"Al Dokki St,Giza 3753010 Egypt",30.0403467,31.2111735,"Cafe,Mediterranean,Egyptian,Arabic",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5q_DNtczEgV3jtdP44o-fenlgZT6M6sWBwkq5FYIbQid1xw6pAAXr2GLLvDQ&s
908,Rouh Beirut Restaurant,Giza,+20 111 101 1964,"161 Altahrir Street/altahrir Square Al-tahrir Square,Cairo Egypt",30.0443994,31.2357188,"Lebanese,Mediterranean",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlY-EQoxt8OuJrNFWozu6A3vJEYTsM5CVICyIAahLpH7bhE2e0DQi7AvPGYA&s
909,Abou Al Zouz Restaurant,Giza,+20 101 200 5888,"33 Abou El Feda B Zamalek Mall,Cairo 11511 Egypt",30.0709346,31.2193624,Arabic,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT967Q6UC_31Y2wUsijYut61kD8mO67ZMKRpiv4HrI3ncPL3d3n7R6rpV8nIw&s
910,Yemeni Corner Restaurant,Giza,+20 102 955 1555,"10 Iran,Giza Egypt",30.038739,31.209735,Arabic,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv-6vaViSOSJz3LJAeKhtWfC7c77IDSm0R-jbp95j2t8KoGLhO2a3Ill59Gg&s
911,Indian Masala House,Giza,+20 103 303 6459,"Ahmed Tayseer,Nasr City,Ca,Cairo 11511 Egypt",30.0787974,31.3250752,"Indian,Asian",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuqHI86MQfVYrEorZFOMOeCD2fiNlsWJBg_LJfq_kkPb6OtTZ_N2QRXezx_Kg&s
912,BAB El HADID,Giza,+20 122 699 0005,"Street 250,in front of Grand Mall,Gate 4,Maadi in front of Maadi Grand Mall,Cairo 11511 Egypt",29.9656959,31.2701317,"International,Mediterranean,Egyptian",3.5,10 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz0EL33LlyfZGya0s4KW00FzgCydfrAmLwmSEA9VEhNb7sdXISyrjA0mJanfU&s
913,The Executive Lounge M Club,Giza,+20 2 33773222,"6 Pyramids Road,Giza 12556 Egypt",30.0130557,31.2088526,International,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTndKU0sxhj9X8FlwdguQSWj4Lu2nJT91lr97itDXK4n9HfjwX7qoivoPYPy00&s
914,Hayda Lebanese Restaurant,Giza,+20 100 851 3322,"Sunset Boat,139 Nile street,,Giza Egypt",30.0463696,31.2180543,"Lebanese,Mediterranean,Egyptian",3.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSqyIgQ-GMuykMZDOqGFlhanh9BslfBh8Q71jUAhnE3GN9sSYteOcY3v9IfJU&s
915,Champagne Bar,Giza,+20 2 24619494,"Fairmont Nile City Nile City Towers - 2005 B,Corniche El Nil,Ramlet Beaulac,Cairo 2466 Egypt",30.0722263,31.2281158,"Contemporary,Bar,Wine Bar",4.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCr2G5MShRsljATF6sROsSZgOU5CEBlSDQqke1ByQYqaz3r15t9x7ehOedKA&s
916,Desoky & Soda,Giza,+20 120 101 3444,"34 Doctor Michel Bakhoum Street,Giza Egypt",30.0404236,31.2051013,"Pizza,Mediterranean,Middle Eastern,Egyptian",4,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDN4fCorEZOLhpDtATGPM9PxWxt0k83RIhWueBDynscxZmxwqxtyxWQdQGvg&s
917,3nd Amr,Giza,+20 112 133 3374,"Alexandria Desert Rd,Giza Egypt",30.4495247,30.3174958,Arabic,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMQyByWyy0V2lJHodiCvJ_ehtQMugG49SkNhT0WKjeN_X-qj2cr90B42kQWA&s
918,Coffeeshop Company,Giza,,"33 Abou El Feda,Cairo 11511 Egypt",30.0709346,31.2193624,"Mexican,American,Italian,Arabic",3.5,26 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeQYEBTFHulA1KlOgMNwfhDTqLwgW7bOVtA7c7pjX5-gYv5dKYl98tuH2dSQ&s
919,City Mart,Giza,+20 122 399 9360,"Hasan El Adawy Street Hussein Square,Cairo 11511 Egypt",30.0473843,31.2637162,"American,Cafe,Fast Food,European,Middle Eastern",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq_LVQlbntdTpxOw338wY5n_nCsJEsRiYprQ0Yrhn9K07GKBjeiRhbQJuo09M&s
920,Zayotna Resturant and Cafe,Giza,,"Nakhla El Motaei St.,Triumph,Cairo 11511 Egypt",30.0444196,31.2357116,,4,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoDn_CVee0y6gJme5TI7ARACtrPaDrMDLuP7G4UhSi2xNz15rA4PYZb3gcAUs&s
921,L'Aubergine,Giza,+20 2 27380080,"5 Sharia Sayyed al-Bakry Zamalek,Cairo 11511 Egypt",30.0603222,31.2228569,"Bar,International,Pub",3,52 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVFlcAQHRyb9lFt0dk3lBcXv6WVvNok1TFs3K4syppDecEhPX2HPnVA6xQJjI&s
922,Lobby Bar,Giza,+20 2 27394631,"16 Saray El Gezirah St. inside Cairo Marriott Hotel & Omar Khayyam Casino,Cairo 11211 Egypt",30.0444196,31.2357116,,3.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbZcPALY43x4oznS9azgYhNna_tMud01N9XGIr8rRNbLpuvC48Tsfxwah83I4&s
923,Clef Musical Cafe,Giza,,"Suez Canal Street,Cairo 11511 Egypt",30.0978508,31.3367921,,4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcm0NjLxDrBU-qBtCLBfJ_n9UhGDY7M4-kWzoT1lRpf1WuIAmKF3rugCTQ3Q&s
924,Mr.Azouz Resturant,Giza,+20 120 444 4950,"6 Ramses Square,Cairo 11511 Egypt",30.0610093,31.2455326,Barbecue,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjmlZv0sYUETCvpz2RUY1Pr19ZPhTFd-WPLO0tnv2KrR4TuOBN-KFavTVQbA&s
925,Starbucks,Giza,+20 2 24803761,"Km 28,Alex Desert Road,Beside Dandy Mega Mall,Giza Egypt",30.0618046,31.0295793,,4.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEQoNJhUgNY015N1oAEugSZBApDf8gnYwZPfFjbjcg4-MzsbMOhPrcfKCuVA&s
926,Domi's Takeaway,Giza,+20 111 404 2220,"Al Khashab Street Shoubra,Cairo 11511 Egypt",30.0797446,31.2396278,"Cafe,Fast Food,Mediterranean,Egyptian",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReAx91ZkkQsba2XkI766mNmq8L6zEPeo4nH-tHXEfkuAg2nnCIxcBX9PKCtg&s
927,Safarif Club,Giza,,"19 Yemen St.,Giza Egypt",30.0318288,31.2183514,,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1jW70EcBHxLOkvCdoXQljvEHLnpf3RYtXBBQWb0YoDU_cAcK-flIKN1sayiQ&s
928,Swanky,Giza,+20 2 37603768,"9 Haeet El Tadrees Square,Giza Egypt",30.0130557,31.2088526,"Italian,French,Grill",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSx8Pdzw3Wegmhr-4_JPrYXfRpdpVJ2b6wzQ84OVz2qJermfvKINbaD4Ui5Vw&s
929,Marrakech,Giza,+20 120 601 1155,"Block 86,90th Street,5th Settlement,Cairo 11511 Egypt",31.6294723,-7.9810845,"Moroccan,Mediterranean",3.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZYIe0R2UleVIpzSoDPdcjTjwWSwd1gQTjMNNG3s8BrumDBJ-NRFyR-iSg6Uo&s
930,Starbucks,Giza,+20 122-080-0307,"Nile City Towers,Corniche El Nil,In Front Of Renaissance Cinema,Cairo 11511 Egypt",30.0444196,31.2357116,,5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEQoNJhUgNY015N1oAEugSZBApDf8gnYwZPfFjbjcg4-MzsbMOhPrcfKCuVA&s
931,Oscar,Giza,+20 106 214 6666,"8 Abd El Manam Ryad Mohandsen,Cairo 11511 Egypt",30.048004,31.1996708,"Pizza,Cafe,Mediterranean,Barbecue,Egyptian,Arabic",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEmqBn67p0T79OZSDadtPsnDYvHOOaThM3wZHDe63BHBuNuN33SGAnNtqGNlM&s
932,Location Cafe,Giza,+20 1211187777,"13 Gameat Al Dewal Al Arabeya,Giza Egypt",30.0548492,31.2025287,"Italian,Cafe,Seafood,Mediterranean,Grill,Egyptian",4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmt1GmIbXGSJJtfGFrmUlHonQPinW7ISuu5I-aLZ4Zu3ifWnhsY2CUEYnt_H4&s
933,3am hosny,Giza,,"Teruonf,Cairo 11511 Egypt",30.0731011,31.2609565,,4,4 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSysb1Hxx6g26dWj4aqXHTkwCEkoEtPkc9xz2hYxG1zvHy7VIdCN_yTbKoF-Q&s
934,Baheya Restaurant & Cafe,Giza,+20 102 888 5566,"Street 279,Ezbet Fahmy,Cairo 11511 Egypt",29.9724556,31.2775089,,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcShlXTKVl5cwxG7etVzOeRr4Ywc23SrcLukveTvzHWrKxWEfgd3_fr0bwNrWDM&s
935,RedRangers,Giza,+20 3 5831577,"10 Mohamed El-Ekbal st.,Alexandria 21599 Egypt",31.2482668,29.9710937,"Mediterranean,Egyptian",5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLLWq3PqVhl1yFTaujvBgnZX3cgRkueIfOn7eJOw0tzVPjrjVW89HeMbh9CXw&s
936,Mahalabeya Company,Giza,+20 110 066 6969,"Road 9,Maadi,Cairo 11511 Egypt",29.9624581,31.2567255,,5,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrWLaVnZ3Xsz-L854Fbw_XFnUyOMXbC8P3kN_dDpxSXra-qNsaE5afCpt4uf8&s
937,Sports Cafe,Giza,,"37 El Batal Ahmed Abdel Aziz St. In Front Of Ceramica Cleopatra Group,Giza Egypt",30.0130557,31.2088526,,4,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFBM0KEWhsU8lf1m6fDNSNHc_nDthjmkPhQWvu5saCLpvLsF5VV_Ejzv0AJg&s
938,Arika Lounge,Giza,+20 109 955 3870,"5 Abd El-Aziz Selim Street,Giza 11511 Egypt",30.0480152,31.2051809,"Pizza,Cafe,Mediterranean,Egyptian",4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPKA-r5kp2FQdNlohSoD2ltNlZ89uYpFKdFyui6yINSybLh9BGm3vstxusLw&s
939,City Talk Cafe,Giza,,"55 El Nakhil St.,Giza Egypt",30.0130557,31.2088526,,3.5,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQBtTeXyyBXxi02JNCQMvv7t4SQs_3HaMMw1vlyAx3_omyNWhtzEKHUQQIZA&s
940,Oscar Restaurant and Lounge,Giza,+20 106 214 6666,"8 Abd El Manam Ryad Mohandsen,Giza Egypt",30.0507515,31.1969635,,3.5,3 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwdhCCJW3uWmmLYxVZfnwB04YOif1RHGm7ABaKUNhvD69lVj3a0oRz9fColPg&s
941,Il Pennello Ceramic Cafe - Maadi,Giza,+20 2 23583211,"15 Road 9,Maadi In Front of Mercedes - Benz Service Center,Cairo 11511 Egypt",29.950998,31.2669269,,3.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXJwRgDQzJekMX1eceDmM5M5kv9OAAcbV4sAIieZuSZI_dK5TqOMIQFfSDOKA&s
942,Amir El Domiaty - Al Manyal branch,Giza,+20 111 012 8836,"9 Saeed Zou Al Fekar,,Giza Egypt",30.0208648,31.2258448,"Cafe,Mediterranean,Middle Eastern,Egyptian",4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYQjSZtqp7aFtdkC7etsU1PgRfRT1-L3SzdTPKDFNDKZN8KBDAgk_Tx5rsFr4&s
943,Kunst Cafe,Giza,,"28 Sherif Basha,Cairo 11511 Egypt",30.049972,31.2421182,,4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE5dvpGBL6IYBzbPpYbhb-Ougbp3d0M-NfiPthlUdeQ76OWVeqRcizHPhalw&s
944,Sama Leba Restaurant,Giza,+20 120 497 6504,"Sama Leba Restaurant 148 Nile Street,Giza 12611 Egypt",30.018349,31.217655,"Steakhouse,Lebanese,Mediterranean,Barbecue,Egyptian",3.5,2 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDplTiiCcF1owVAPWCpDlC8KXALF6XRTBOKVP6uKAi6Wg1vkBaFoSC_Zx7nU8&s
945,El Waly Pastry,Giza,,"El Abyad Rd. Ard El Lewaa,Giza Egypt",30.0543613,31.1853557,,4,1 review,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNRd3ZeI4_JgxLm3AhFfFe5ue20Y83YPBTXf-hybKM_aqRzw_k0XoIxDPNnIA&s
946,Le J.Z.,Giza,+20 2 27356730,"Saray El Gezirah Street,Cairo Egypt",30.0391409,31.2425507,International,3,5 reviews,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHVY3opXHT66TTm2JGvNm_cbtyIirWU6W7Bi1YtOsOqv7f04S70r4XIUsSPA&s
