restID,Name,City,phone_no,location,Latitude,Longitude,cuisines,rate,number of reviews,restaurant_url,images_url
317,Kastan,Cairo,+20 2 25287370,"Corniche El Nil, Cairo 11511 Egypt",30.0444196,31.2357116,Seafood,4.5,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d3606452-Reviews-Kastan-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9HMQ-UWxbIl023_jorcvykKXoO6NahkLk5h2Y7WPBsOXUiYFwqC6qLADlcA&s
318,Lychee,Cairo,+20 120 006 7666,"15 Cairo Festival Mall 66, Street, Cairo 11511 Egypt",30.0328642,31.4100122,Healthy,4,12,https://www.tripadvisor.com/Restaurant_Review-g294201-d11716345-Reviews-Lychee-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR45-34ItJaeoUMJpg5T4qM3meGYQ7lp0HK8F3owSaD_olhIzfdPtVGGEtXtok&s
319,La Rosa,Cairo,+20 2 25167337,"19 231st, Degla, Maadi, Cairo 11511 Egypt",29.9596171,31.2770908,"Italian,Pizza",4,22,https://www.tripadvisor.com/Hotel_Review-g297549-d22988172-Reviews-La_Rosa_Waves_Beach_Couple_Families_Only-Hurghada_Red_Sea_and_Sinai.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUxhX99Nj1n5kDIZlko9F1imMzKKTIgPUcoLp-NIf7GJJ8GYAWCSAtNbQGGw&s
320,Battaw,Cairo,+20 100 066 0810,"120 El-Sayed El-Merghany, Cairo 11511 Egypt",30.0881119,31.3358904,"Mediterranean,Egyptian",5,5,https://www.tripadvisor.com/Restaurant_Review-g294201-d15669250-Reviews-Battaw-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6T3vYQfoefFsc48VevR26hxZastgZLP-aEtx6YsV1Sa7QkAobRF-Y1DaH1Q&s
321,Carlo's Heliopolis Restaurant & Caf̩,Cairo,+20 120 719 8887,"58 Beirut Street 1920s Boutique Hotel, Cairo 11511 Egypt",30.0929723,31.3280011,"Lebanese,Mediterranean,Italian,Indian,International,Asian,Egyptian",4.5,5,https://www.tripadvisor.com/Restaurant_Review-g294201-d23067908-Reviews-Carlo_s_Heliopolis_Restaurant_Cafe-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRztTQFnLF_laORnF9TqtrWc9fkKlQUtgG672BWdzyMqyZedMttRNiU6yFh2E&s
322,La Curva 1907,Cairo,+20 120 762 6099,"10 Ramsis St. Korba, Cairo 11511 Egypt",30.0868306,31.324598,"Mediterranean,Asian,Italian,Steakhouse,Sushi",4.5,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d23161051-Reviews-La_Curva_1907-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8ILPE7OmOO-_JS5DYQVZWy9NEYIoyWV2jhaS5oNB2MkzEi5IVBGUI7uL0Uw&s
323,422,Cairo,+20 100 068 1543,Cairo Egypt,30.0353942,31.2313256,International,4.5,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d11679910-Reviews-Room_Art_space-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmqaa-eEhqp1EqmmXxXqLokSlgBALm41B6x-Pe5NEgvQYn3RiG7aIKKGc2bw&s
324,The Fondue Pot,Cairo,+20 2 24186521,"6 El Shahid Abdel Moneim Hafez st., from Nozha st. Heliopolis, Cairo 11511 Egypt",30.0895619,31.3413473,"Swiss,European",4,37,https://www.tripadvisor.com/Restaurant_Review-g294201-d4035828-Reviews-The_Fondue_Pot-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQav-1NVPPKM4pkGrRGBDbnG--Zr39yeRMzqmFKti24FQLyvpAcaFlXJDjoVg&s
325,Capital Grill,Cairo,+20 114 555 4000,"2 Street 26, District The 5th Settlement, Cairo 11511 Egypt",30.0062707,31.4389039,International,5,5,https://www.tripadvisor.com/Restaurant_Review-g13074027-d13010359-Reviews-Capital_Grill-New_Cairo_City_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1gxylvvSGheRS5naMjjEQ2oTU2aDv6M6PCUtDFVkiTQ3zFig2-hIK5JsT0g&s
326,Brew&Chew,Cairo,+20 106 699 6720,"Cairo Festival City Mall, Cairo 11511 Egypt",30.0328642,31.4100122,"Italian,Pizza,Soups",4.5,6,https://www.tripadvisor.com/Restaurant_Review-g295398-d8464509-Reviews-Brew_Chew-Alexandria_Alexandria_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbG8yXFTSxMk5mbgHrATFCz90N9oXJzZ2-8qMtdZPSsyYYHM1_4RzudFEHcA&s
327,Da Riccardo Pizzeria,Cairo,+20 19982,"Saray El Gezirah st, Cairo 11511 Egypt",30.0444196,31.2357116,"Italian,Pizza",4.5,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d10177888-Reviews-Da_Riccardo_Pizzeria-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRc-tHT90xDBLmTyJ9PmnJn95byndqgkl_1zZb2A96LooZhlK2s9Sogyf1G2aY&s
328,Steak out,Cairo,24180141,"52 Omar Ebn Alkhatab Swtreet City Stars Mall Phase 1, Cairo 11511 Egypt",30.0940406,31.3374624,"Steakhouse,International",3.5,46,https://www.tripadvisor.com/Restaurant_Review-g294201-d3698348-Reviews-Steak_out-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQexZw91dDeYCRTPFgziBW7KHzam6MF56Si-9GgBzJZ2f-MssB2kRfMEcl4pw&s
329,Royal Tandoor,Cairo,+20 115 521 5454,"Riverwalk Wadi Degla Mall, Cairo 11511 Egypt",30.0379226,31.4755503,Indian,4.5,6,https://www.tripadvisor.com/Restaurant_Review-g294201-d13340369-Reviews-Royal_Tandoor-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGXjGy4qhwc2mcOy5Y2u8lk_VZ5_YjFaDv6nWA54FZTeUF-0KCOMYs609lNec&s
330,Fresco,Cairo,+20 2 26910270,"49 Hassan Aflaton St, Ard el Golf, Heliopolis, Cairo 11511 Egypt",30.0787226,31.3409073,"Italian,French,Cafe,Deli",5,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d6584611-Reviews-Fresco-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQT-WH5sWtko2G2adfybYtIelrh9sColADRjkaiLKeg9XikPk1VmqBZYaNbgg&s
331,Abou El Sid,Cairo,+20 114 414 7339,"Porto Cairo Mall, Cairo 11511 Egypt",30.0444196,31.2357116,"Barbecue,Egyptian,Mediterranean",4,15,https://ar.tripadvisor.com/Restaurant_Review-g294201-d1027683-Reviews-Abou_el_Sid-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToXwk66elImKj8_uPcB2GvzKQLVo8aFnZJi-3s7yulSBacXfC51lV41Ue4rSk&s
332,Sapori di Carlo,Cairo,+20 120 809 0990,"49 Mohammed Mazhar, Cairo 11511 Egypt",30.0719092,31.2219107,"Italian,Pizza",4,12,https://ar.tripadvisor.com/Restaurant_Review-g294201-d17631923-Reviews-Sapori_di_Carlo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFH02w1EuoUxW_y_tLGUMMbCAEn0tUYIxXc0RYzzVO6Tpf4eCarMjDSYEg-A&s
333,Halawa we Zataar,Cairo,+20 127 796 6760,"Abdulaziz Al Saud, Cairo 35855 Egypt",30.0444196,31.2357116,Mediterranean,4.5,5,https://www.tripadvisor.com/Restaurant_Review-g294201-d17535182-Reviews-Halawa_we_Zataar-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiuMxhyfeizHwGKE4_qCF8qinhMyoJeDzyxOMpFt2JDTwhLmzJdRoz6dXmrg&s
334,Pub 28,Cairo,+20 2 37359200,"28 Shagarat el Dor St, Cairo 11511 Egypt",30.0444196,31.2357116,"Bar,Pub,International",3.5,81,https://www.tripadvisor.com/Restaurant_Review-g294201-d1392339-Reviews-Pub_28-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1gJBLcVOc_ZQK75Y4335xCPVpeRX77GveHTTKtReNY6VwZ5vCB15mvlPPu7g&s
335,Papa John's,Cairo,+20 19277,"8 2 El Nasr St. Above Hardee's, Cairo 11511 Egypt",30.1036502,31.265455,"Pizza,Italian",4,17,https://www.tripadvisor.com/ShowUserReviews-g294202-d948146-r420420751-Papa_John_s-Giza_Giza_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOFpgl9S25w1QOIMs_SH1FEo6M9XM7opo5aApDVcVuduOOtNlXuxNECCkVszg&s
336,Torii Sushi and Teppanyaki,Cairo,+20 2 27394691,"16 Saray El Gezira Street Cairo Marriott Hotel & Omar Khayyam Casino, Cairo 11511 Egypt",30.057062,31.224513,"Sushi,Japanese",4.5,9,https://www.tripadvisor.com/Restaurant_Review-g294201-d4167597-Reviews-Torii_Sushi_and_Teppanyaki-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVA_l713K_dViR_bXJZxeYJKyjUeDMavpUuNMKfojnSM0xUVuCVVSPCbgTtW4&s
337,CHO Restaurant,Cairo,+20 111 141 2820,"10 Hassan Sadek Pacha St. Heliopolis, Cairo 11511 Egypt",30.085473,31.328782,"Japanese,International,Sushi",4.5,5,https://www.tripadvisor.com/Restaurant_Review-g294201-d19834101-Reviews-CHO_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSk_9RIT7_LGowPk-Oh4qu2GVsKgAiFyiT2h461hl0Xbsk5x50Vce4TvAQoN-U&s
338,Marasy Restaurant,Cairo,+20 128 003 3190,"El-Saada St Near Carrefour, Cairo 11511 Egypt",29.9828057,31.3192813,Seafood,4.5,9,https://www.tripadvisor.com/Restaurant_Review-g294201-d7647255-Reviews-Marasy_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUOUvD83IwK82SU6LtQfm2BWwRp5_SGY93ApUhxSQjVPjI9fleW5YG2iM-MA&s
339,Mantis,Cairo,+20 100 178 8807,"9 Rostom Street, Cairo 11511 Egypt",30.0709478,31.2395895,"Mediterranean,Fusion",4,12,https://www.tripadvisor.com/Restaurant_Review-g294201-d13386955-Reviews-Mantis-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvokBBzkcIhkc2WdqxcH6VjpuanIJEIy2FQjdOBkzusS9_GcJeamK9QntQ6g&s
340,Room,Cairo,+20 100 068 1543,"10 Etehaad Al Mohamin st. Garden City, Cairo 11562 Egypt",30.0352336,31.2313666,Cafe,4.5,9,https://www.tripadvisor.com/Restaurant_Review-g294201-d7707462-Reviews-Room-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ05B6byHQWkAalcFonKgCBjqX1k0MIVTSlbiq_cNrVKFvO8FIcFS0MrQhyZA&s
341,San Marino,Cairo,+20 2 25192451,"263 29 Rd. Maadi, Beside Mostafa Pharmacy, Cairo 11511 Egypt",29.9718234,31.2778223,"Asian,Korean",4,14,https://www.tripadvisor.com/Restaurant_Review-g294201-d2390642-Reviews-San_Marino-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQln3dGHLfjiJVWj1eUVvoNu_bX3BLWq8DH-X9zKIaVHUm5Vq96SGUBkCYk5mo&s
342,Karvin Massala,Cairo,+20 120 324 3503,"90 Street, Cairo Egypt",30.0079863,31.5310395,Indian,3.5,15,https://www.tripadvisor.com/Restaurant_Review-g294201-d12977049-Reviews-Karvin_Massala-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCMSaLPFVB69SlJaEALB69A2P6L7BVOVCRMPckJYHpLHkgrE_wzrhzsc-b60c&s
343,Estro,Cairo,+20 106 643 1590,"11, Road 18 - Royal Maadi Hotel 9th Floor Maadi -Sarayat,, Cairo 11728 Egypt",29.9583253,31.2693241,"Italian,Sicilian,Southern-Italian",3.5,23,https://www.tripadvisor.com/Restaurant_Review-g294201-d21206845-Reviews-Estro-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYeEEZTfXJrsj3YZdKjBH92sM_GehW2yw4fGds40_d5Bg4uFEfPqWw9vCbJA&s
344,Aida,Cairo,+20 120 728 0716,"46 Beirut Street Heliopolis, Cairo 11511 Egypt",30.0941466,31.3264848,"Mediterranean,Fusion,Egyptian",4.5,9,https://www.tripadvisor.com/Hotel_Review-g660770-d3403419-Reviews-Aida_Beach_Hotel-El_Alamein_Matrouh_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqv6wrvCXWA9Bv3lQKiMsFcaDgHrXAYb-PBT3RYcRyCUhdpAFIn5xPXpxSMHc&s
345,Baba Abdo,Cairo,+20 103 274 5000,"Bab Al Foutoh Qism El-Gamaleya, Cairo 11511 Egypt",30.0559611,31.2635582,Diner,4,8,https://www.tripadvisor.com/Restaurant_Review-g294201-d2729671-Reviews-Baba_Abdo-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRiJ-rQBJoHaGTuMyLjK1E4KUGVr3H74Mav_I8zA1E7IQzc9F8bhYU126n0yA&s
346,il Mulino Heliopolis,Cairo,+20 121 040 0179,"Horrya Street, Cairo 11511 Egypt",30.0879603,31.3440756,Italian,3.5,11,https://www.tripadvisor.com/Restaurant_Review-g294201-d13279914-Reviews-Il_Mulino_Heliopolis-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBzrhKYDZFGtOa4RYt81PiU7wXTJkqYqiQ04EF7_7bihG7B5L9ZhZ4Vd1Nv74&s
347,Alle Botti,Cairo,+20 122 377 0040,"147 El Merghany St. El Sabaa Emarat Sq. Near To La Casetta restaurant, Cairo 11511 Egypt",30.0918176,31.3442899,Mediterranean,4.5,6,https://www.tripadvisor.com/Restaurant_Review-g294201-d2727932-Reviews-Alle_Botti-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSncnrvI92yGW79e3yQg8kM8wiBpfXW7xSx44Qi31L6FQDEYpBHWYRN9Cl8dQ&s
348,Baogr,Cairo,+20 155 448 4977,"102 B Al-thawra Street, Cairo Egypt",30.0820549,31.3446241,"American,Asian",5,3,https://www.tripadvisor.com/Restaurant_Review-g294201-d23637324-Reviews-Baogr-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIQ-IZqMSbRuCckj7CNG4sqendZglxbLw6HoAHRtKqZLJ1-3z5s3_qet2BB_s&s
349,The Executive Lounge,Cairo,+20 2 24063333,"Mirage City Renaissance Hotel, Cairo 11511 Egypt",30.0746207,31.4395183,International,5,4,https://www.tripadvisor.com/Restaurant_Review-g294201-d8842574-Reviews-The_Executive_Lounge-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ1Jfo5uvatOQ5SBSqak116Sfz0nkMd0nMHOlv5OJndJlpE2Y4NYLGuq9NWbA&s
350,Cedars,Cairo,+20 2 33472537,"42 Geziret Al Arab St, Cairo 11511 Egypt",30.0557769,31.2003194,"Lebanese,Middle Eastern",4.5,10,https://www.tripadvisor.com/Restaurant_Review-g294201-d1226736-Reviews-Cedars-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbxEDKVLwlvdpg9VB_2hotDKiDnrqnREbWBsufhGWyfo3udW7jAXO7GFnMHQ&s
351,Cafe Frais,Cairo,+20 2 27356725,"3 Saray El Gezirah Street Novotel Cairo El Borg,, Cairo Egypt",30.0446823,31.2268431,"Lebanese,Cafe,International,Mediterranean,Egyptian",4,9,https://ar.tripadvisor.com/Restaurant_Review-g294201-d15039486-Reviews-Cafe_Frais-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6UAijvoYfeksYEJvyRJGD-x9gPKh0IuGG0Z9kv66aqaAJxMujOC1GFx7Pys&s
352,El Barrio Egypt,Cairo,+20 121 299 9996,"58 Beirut Street - Heliopolis Inside 1920s Boutique Hotel villa, Cairo 11511 Egypt",30.0927649,31.3281828,"Cuban,Latin,Bar,Spanish,Pub",4,14,https://www.tripadvisor.com/Restaurant_Review-g294201-d19741956-Reviews-El_Barrio_Egypt-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZGVZm2qGcKBXwpuy-x2oQPt8N_fzmUXnNKcZo0OivCDuLcnyE2pI5Ydql1w&s
353,Studio Misr Al-Azhar Park,Cairo,+20 19002,"Salah Salam Al-Azhar Park, Cairo 11511 Egypt",30.0444196,31.2357116,"Barbecue,Mediterranean,Middle Eastern,Egyptian",3.5,63,https://www.tripadvisor.com/Restaurant_Review-g294201-d4064814-Reviews-Studio_Misr_Al_Azhar_Park-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzMfLd6C9fZ6hGHMO7kvVRUPiPUtSSRAvmvWVQt0ZWEfw7KtFppDkjNQzO_w&s
354,La Vela Restaurant Pizzeria Cafe,Cairo,+20 2 27537004,"6 El Borg Bldgs., Rd. 262 El Gazaer Sq. Maadi, Cairo 11511 Egypt",29.9601561,31.2569138,"Pizza,Italian,Mediterranean,European",4,21,https://www.tripadvisor.com/Restaurant_Review-g294201-d3608489-Reviews-La_Vela_Restaurant_Pizzeria_Cafe-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiReD21ZF0jiZ-D7gi2cwDU-VVaNgaN1le38fea7eWhKjN65XTVawXh9X5Cw&s
355,Maharani Indian Restaurant,Cairo,+20 111 161 6157,"5th settlement _ Road 90 North Behind Bank Complex, Cairo 11511 Egypt",30.0084868,31.4284756,"Indian,Asian",3.5,19,https://www.tripadvisor.com/Restaurant_Review-g294201-d9762714-Reviews-Maharani_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSA7KmIDxFMqAm_-toCtyMso2n1VIqsJ4ahFlSrYsQ2fVHCFJO8CstyYqM-My4&s
356,Uncle Nouby Restaurant,Cairo,+20 111 666 4465,"N Teseen Patio Food Court, Cairo 11511 Egypt",30.0229676,31.4246603,"Arabic,International,Mediterranean,Egyptian",5,3,https://www.tripadvisor.com/Restaurant_Review-g294201-d21956147-Reviews-Uncle_Nouby_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5rvJyC_-fSE1zJOWLztdcAaQPA3v1Q5Cw9kEwSlGc_tfOkmIkftPFcti7xQ&s
357,Cortigiano Restaurant,Cairo,25612962,"El Nasr Road The District Mall, Cairo 11511 Egypt",30.0917849,31.3840587,Italian,4,8,https://www.tripadvisor.com/Restaurant_Review-g294202-d813145-Reviews-Cortigiano-Giza_Giza_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwq8RkjEmQ8BrsleZkOw95mr62M41HbmhqioOmbCEHmXtZCMuCgR3bvi1IlGM&s
358,Lyfe Eatery & Juice Bar,Cairo,+20 102 985 2712,"32 Road 253, Degla, Maadi, Cairo 11511 Egypt",29.9599887,31.2735503,"Japanese,Brazilian,Cafe,Healthy,South American,Hawaiian",4.5,7,https://www.tripadvisor.com/Restaurant_Review-g294201-d14962797-Reviews-Lyfe_Eatery_Juice_Bar-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtIpcVWcxBAFnrElGnmuvmQGeqaeE3aTOtkDltb3Xma5renX2R1rg33ctxtQ&s
359,Rotana Cafe,Cairo,+20 120 000 3488,"Corniche El Nil, Cairo 11511 Egypt",30.0444196,31.2357116,"American,Lebanese,International,Egyptian,Mediterranean",4,9,https://www.tripadvisor.com/Restaurant_Review-g294201-d13136247-Reviews-Rotana_Cafe-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsPfJIcNtht9I0-1Xgjumtx5UhpD03Mrog4gSGcZUwUeKkQTwLUmGguaa0YkQ&s
360,Chili's,Cairo,+20 19002,"Nile City, Zamalek, Cairo 11511 Egypt",30.0483019,31.2283641,Mexican,3.5,97,https://www.tripadvisor.com/Restaurant_Review-g294201-d1426143-Reviews-Chili_s_Grill_Bar-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG7dIDogGNw2P80VsKtqS5yfUaFDo28rtRCpsmA7IzzzWeoch3ht2PWtqJw8Q&s
361,Cafe Riche,Cairo,23929793,"17 Talaat Harb St Downtown, Cairo 11511 Egypt",30.046901,31.2383576,"Cafe,Middle Eastern,Egyptian,International",3.5,294,https://www.tripadvisor.com/Restaurant_Review-g294201-d2333674-Reviews-Cafe_Riche-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTylUqKb-9OZR2_cccJY1KnWhcnv-onwaqQvvx98uk6wBXEd0WOxjA5EMRRnF0&s
362,Abou El Sid,Cairo,+20 2 24802231,"Omar Ibn El Khattab St City Stars, 6th Flr, Cairo 11511 Egypt",30.0888821,31.3439725,"Middle Eastern,Egyptian,Mediterranean",3.5,24,https://ar.tripadvisor.com/Restaurant_Review-g294201-d1027683-Reviews-Abou_el_Sid-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToXwk66elImKj8_uPcB2GvzKQLVo8aFnZJi-3s7yulSBacXfC51lV41Ue4rSk&s
363,Ampersand Eatery & City Garden,Cairo,+20 100 652 3367,"19 Abou El Feda St., Cairo 11511 Egypt",30.0672535,31.2160192,"Italian,French,International",4.5,7,https://www.tripadvisor.com/Restaurant_Review-g294201-d11947676-Reviews-Ampersand_Eatery_City_Garden-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR620fI81IetbF6UQbdM_O4sHcvOmIgqyUjG5tfN3OuIr3_TlcJ8T9zd_Whzw&s
364,Capricci Restaurant,Cairo,+20 2 25169009,"25169009 Capricci Egypt 9 Street 215, Maadi as Sarayat Al Gharbeyah, Al Maadi, Cairo Governorate, Egypt +20 2, Cairo 11511 Egypt",29.96132,31.272479,"Italian,Cafe",5,6,https://www.tripadvisor.com/Restaurant_Review-g294201-d10176976-Reviews-Capricci_Restaurant-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6QQT7DJ-PUnFOygeWdE_4jWhMkZbRqUx3c-SEhenuJcOlUzM2DBPg4XzlOA&s
365,Kazlak Egypt,Cairo,+20 120 000 8680,"2 Palestine Street- The Courtyard Maadi, Cairo 11511 Egypt",29.9773489,31.2845879,Steakhouse,4,15,https://www.tripadvisor.com/Restaurant_Review-g294201-d9706702-Reviews-Kazlak_Egypt-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlbKyEazBEGgv1Xc6113MqJOIff4MgH6dyNCmw2QK77CHTI2D2wXJ8iroB3A&s
366,Em Sherif Caf̩,Cairo,+20 102 250 0345,"White By The Waterway, Fifth Settlement, Cairo 22436 Egypt",30.0084868,31.4284756,"Lebanese,Cafe,Middle Eastern,Mediterranean",4,10,https://www.tripadvisor.com/Restaurant_Review-g294201-d21313120-Reviews-Em_Sherif_Cafe-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmgmG5tabqSpr2t3-ZBKI2-f8JYxMLAwAuTpiQUV8fJqUEDE6OFOJBXkhbMA&s
367,Oblivious,Cairo,+20 101 444 6488,"G17 Waterway 2, New Cairo, Cairo 11511 Egypt",30.0291095,31.4828494,"Cafe,International",4,7,https://www.tripadvisor.com/Restaurant_Review-g294201-d19718104-Reviews-Oblivious-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIs-vJqufo5vL0lewjelt-JKPtBAvMBupHltw3kvSSHSoJ0U6v-7SokFKpD8U&s
368,Zeitouna Lebanese Bistro,Cairo,+20 2 4619766,"2005 Corniche El Nil Nile City Towers, Cairo 11511 Egypt",30.0718113,31.227583,"Lebanese,Mediterranean,Middle Eastern",4,13,https://www.tripadvisor.com/Restaurant_Review-g294201-d4749382-Reviews-Zeitouna_Lebanese_Bistro-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSU2CDZsSEXCom7SP55wCTraFvDl96H6GXSLD_A-YxDPDEC4TVoYcfe8nXZWQ&s
369,Tempo Restaurant & Lounge,Cairo,+20 122 377 9788,"Km. 38 Cairo-Alexandria Desert Road, Cairo 11511 Egypt",30.0761834,30.9503195,"Bar,International,European,Pub",4,20,https://www.tripadvisor.com/Restaurant_Review-g294201-d7279040-Reviews-Tempo_Restaurant_Lounge-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIxrIps7bryJuHIkzHBDOULUn5uoOvQLC_KfRQvI8t2cbiNG8Jg9KD89amSac&s
370,La Pina Restaurant & Cafe,Cairo,+20 122 407 7004,"57 El Qanal Street, Cairo 11511 Egypt",30.0444196,31.2357116,"Italian,American,International,Spanish",5,5,https://www.tripadvisor.com/Restaurant_Review-g294201-d8492756-Reviews-La_Pina_Restaurant_Cafe-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXDnKlabpXHNOXav5KFCHDRU-_NO6BmJkpmGCDChk5QZkMy3WmEmlVQDWbCA&s
371,Ama sushi,Cairo,+20 127 383 9292,"40 Baghdad St - Elkorpa, Cairo 11351 Egypt",30.0925516,31.3267172,Arabic,4,7,https://www.tripadvisor.com/Restaurant_Review-g294201-d19090329-Reviews-Ama_sushi-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUsBlgpFa6Nxwjg1Kycre_ddkFQe8qgD4NdkTOiSn3JjFbHiEU9iuvs6_52i4&s
372,Dos Canas,Cairo,+20 2 27929443,"9 Rostom Street, Cairo 11511 Egypt",30.0709478,31.2395895,"International,Mediterranean",3.5,19,https://www.tripadvisor.com.eg/Restaurant_Review-g294201-d9806130-Reviews-Dos_Canas-Cairo_Cairo_Governorate.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3Pk-aRvMbPNywmAmgrro6a2OhYhBEYJvutU9CYvu6qnJ0xl1ysLcRCwCCYQM&s
